,SIFT,classlabel
1008,[10. 20.  3. ...  0.  0.  4.],3.0
1009,[39.  8.  0. ...  0.  0.  0.],3.0
1010,[  1. 130. 130. ...   0.   4.   8.],3.0
1011,[0. 0. 0. ... 0. 0. 0.],3.0
1012,[63. 20. 11. ...  0.  0.  0.],3.0
1013,[ 0.  0.  0. ... 41.  1.  1.],3.0
1014,[ 0.  0.  0. ... 23.  5.  0.],3.0
1015,[ 3. 72. 72. ...  2.  0.  0.],3.0
1016,[2. 0. 1. ... 0. 0. 0.],3.0
1017,[ 17.  13.  13. ...   1. 143. 143.],3.0
1018,[80. 63. 10. ...  0.  0.  0.],3.0
1019,[ 0. 10. 30. ...  0.  0.  1.],3.0
1020,[103.  11.   0. ...  13.   3.   8.],3.0
1021,[30.  3.  0. ... 15. 11. 90.],3.0
1022,[ 0. 17. 56. ...  0.  0.  0.],3.0
1023,[ 0.  0.  0. ... 13.  9. 19.],3.0
1024,[ 0.  5. 27. ...  0.  0.  0.],3.0
1025,[147.   2.   0. ...  52.   3.   4.],3.0
1026,[ 0.  0.  1. ...  1.  4. 92.],3.0
1027,[10.  0.  0. ... 15.  1.  1.],3.0
1028,[21.  2.  3. ... 23. 41. 11.],3.0
1029,[ 23.  32. 126. ...   4.   4.  10.],3.0
1030,[93.  3.  0. ...  0.  0.  0.],3.0
1031,[0. 0. 2. ... 0. 0. 0.],3.0
1032,[40. 13.  0. ...  0.  0.  0.],3.0
1033,[1. 2. 1. ... 0. 0. 0.],3.0
1034,[ 1.  1.  8. ...  1. 58. 74.],3.0
1035,[53.  7.  0. ...  0.  2.  4.],3.0
1036,[43. 43.  4. ...  8.  0.  0.],3.0
1037,[ 0.  0.  0. ... 22. 88. 77.],3.0
1038,[ 0. 71. 46. ...  0.  0.  2.],3.0
1039,[3. 8. 7. ... 0. 0. 2.],3.0
1040,[21. 22. 16. ... 68.  0.  2.],3.0
1041,[  2.  54. 114. ...   8.   0.   0.],3.0
1042,[3. 0. 0. ... 0. 0. 0.],3.0
1043,[ 3.  1.  0. ... 29.  1.  2.],3.0
1044,[12. 18. 44. ... 10. 23.  6.],3.0
1045,[2. 0. 0. ... 0. 0. 0.],3.0
1046,[7. 0. 0. ... 0. 0. 0.],3.0
1047,[  0.   4. 113. ...   1.   0.   6.],3.0
1048,[ 0.  0.  1. ... 13. 20. 13.],3.0
1049,[ 3.  0.  0. ... 33.  5.  4.],3.0
1050,[19. 14.  2. ...  0.  0.  0.],3.0
1051,[30.  3.  0. ...  0.  0.  0.],3.0
1052,[1. 0. 0. ... 7. 6. 4.],3.0
1053,[42. 61. 14. ... 32.  0.  0.],3.0
1054,[ 3.  0.  0. ... 31.  1.  2.],3.0
1055,[  1.   1.  19. ...   8.  34. 105.],3.0
1056,[0. 5. 0. ... 0. 0. 0.],3.0
1057,[ 0.  0.  0. ...  4. 35. 29.],3.0
1058,[69. 40.  1. ...  5.  1. 11.],3.0
1059,[12.  0.  0. ...  1.  0.  2.],3.0
1060,[22. 27. 60. ...  4.  8. 12.],3.0
1061,[ 2. 21.  8. ...  0.  0.  1.],3.0
1062,[113. 144.  82. ...   0.   0.   2.],3.0
1063,[ 9.  7.  1. ... 11.  2. 23.],3.0
1064,[15.  0.  0. ... 29. 15. 22.],3.0
1065,[60. 15.  5. ...  5. 25. 14.],3.0
1066,[114.  83.   0. ...   0.   0.   0.],3.0
1067,[  1.   0.   0. ...  42. 122.  54.],3.0
1068,[0. 0. 0. ... 0. 0. 5.],3.0
1069,[0. 0. 1. ... 0. 0. 0.],3.0
1070,[ 2.  0.  0. ... 48. 42.  0.],3.0
1071,[27. 19.  0. ... 70. 30.  0.],3.0
1072,[ 1.  0. 43. ...  0.  0.  0.],3.0
1073,[ 0.  0.  0. ... 10.  2.  8.],3.0
1074,[ 1.  0.  0. ... 14. 51. 64.],3.0
1075,[19.  4. 12. ...  0. 30. 16.],3.0
1076,[ 2.  2. 72. ...  4.  4.  4.],3.0
1077,[16. 23. 21. ...  5.  1.  4.],3.0
1078,[ 0.  1.  7. ... 20. 52. 98.],3.0
1079,[0. 0. 0. ... 4. 1. 4.],3.0
1080,[23.  0.  0. ... 36.  1.  0.],3.0
1081,[0. 0. 0. ... 4. 0. 0.],3.0
1082,[23.  7.  5. ...  0.  0.  3.],3.0
1083,[123. 121.  12. ...   3.   8.   6.],3.0
1084,[37. 45.  4. ...  0.  1.  7.],3.0
1085,[19.  1.  0. ... 89.  2.  0.],3.0
1086,[2. 1. 0. ... 0. 0. 0.],3.0
1087,[ 77. 142.  55. ...  22.   8.   5.],3.0
1088,[ 5.  1.  2. ... 39.  6. 15.],3.0
1089,[1. 0. 0. ... 0. 0. 0.],3.0
1090,[39. 20.  5. ...  0.  0.  0.],3.0
1091,[40. 73.  3. ...  2.  0.  0.],3.0
1092,[25. 93. 47. ... 13.  7.  3.],3.0
1093,[5. 1. 0. ... 5. 0. 0.],3.0
1094,[1. 1. 1. ... 0. 0. 6.],3.0
1095,[0. 0. 0. ... 0. 0. 1.],3.0
1096,[3. 2. 1. ... 0. 0. 0.],3.0
1097,[ 0.  0.  0. ... 28. 10. 20.],3.0
1098,[0. 0. 0. ... 9. 0. 4.],3.0
1099,[ 7. 43. 36. ... 10. 63. 71.],3.0
1100,[ 3. 18. 19. ...  0.  0.  0.],3.0
1101,[0. 0. 0. ... 7. 0. 0.],3.0
1102,[ 52.  10.   0. ...   3.   7. 109.],3.0
1103,[ 0.  0.  0. ...  0.  4. 19.],3.0
1104,[ 7. 18.  1. ...  0.  1. 30.],3.0
1105,[35. 29.  7. ...  0.  0.  0.],3.0
1106,[ 0.  6. 13. ... 15.  2.  1.],3.0
1107,[25. 11.  6. ...  0.  0.  0.],3.0
1108,[ 2.  0.  0. ... 17.  1. 13.],3.0
1109,[  3.  40. 122. ...   0.   0.   0.],3.0
1110,[31. 10.  9. ...  0.  0.  1.],3.0
1111,[14.  0.  0. ...  1.  1.  2.],3.0
1112,[35. 45. 13. ...  0.  0.  0.],3.0
1113,[153. 151.   2. ...   8.   8.   8.],3.0
1114,[76.  2.  0. ...  5.  5. 16.],3.0
1115,[5. 0. 0. ... 0. 0. 1.],3.0
1116,[12.  0.  0. ...  0.  0.  0.],3.0
1117,[0. 0. 0. ... 0. 0. 0.],3.0
1118,[10.  0.  3. ...  6.  4.  2.],3.0
1119,[0. 0. 0. ... 0. 0. 1.],3.0
1120,[13. 12.  1. ...  0.  0.  0.],3.0
1121,[0. 0. 0. ... 0. 0. 0.],3.0
1122,[ 6.  4. 15. ...  0.  0.  0.],3.0
1123,[0. 0. 0. ... 0. 0. 6.],3.0
1124,[19. 23.  3. ...  0.  0.  0.],3.0
1125,[38. 36.  1. ... 46.  0.  0.],3.0
1126,[13. 28. 10. ...  0.  0.  0.],3.0
1127,[12. 32.  1. ...  0.  3.  2.],3.0
1128,[31. 63. 69. ...  0. 13. 12.],3.0
1129,[52. 29.  0. ... 82. 33.  6.],3.0
1130,[130. 103.   5. ...   0.   0.   0.],3.0
1131,[14.  2.  0. ...  4.  1.  1.],3.0
1132,[126.  12.   0. ...   0.   0.   0.],3.0
1133,[45.  4.  2. ... 40.  5.  3.],3.0
1134,[7. 1. 3. ... 0. 0. 0.],3.0
1135,[6. 1. 6. ... 5. 4. 4.],3.0
1136,[ 0.  0.  0. ... 53. 50.  5.],3.0
1137,[2. 0. 0. ... 0. 0. 4.],3.0
1138,[35.  8. 11. ...  0.  0. 25.],3.0
1139,[0. 0. 0. ... 6. 5. 1.],3.0
1140,[ 0.  0.  0. ... 15. 10.  0.],3.0
1141,[ 0.  0.  0. ...  5.  1. 24.],3.0
1142,[0. 0. 2. ... 0. 0. 2.],3.0
1143,[ 2.  2.  8. ... 11.  8.  1.],3.0
1144,[ 92.  22.   0. ... 106.  30.  61.],3.0
1145,[0. 0. 8. ... 1. 4. 9.],3.0
1146,[0. 0. 0. ... 0. 0. 0.],3.0
1147,[0. 0. 0. ... 0. 0. 0.],3.0
1148,[58.  7.  0. ...  0.  0.  0.],3.0
1149,[ 6. 12. 19. ...  0.  0.  7.],3.0
1150,[128.  46.   2. ...  10.   2.   9.],3.0
1151,[81. 16.  1. ...  2.  2.  1.],3.0
1152,[0. 1. 1. ... 0. 0. 0.],3.0
1153,[111.  44.   2. ...   2.   0.   0.],3.0
1154,[ 0.  3. 14. ...  0.  0.  9.],3.0
1155,[8. 3. 1. ... 0. 0. 0.],3.0
1156,[  0.   0.   0. ...   0.  15. 136.],3.0
1157,[31. 11.  0. ...  0.  0.  0.],3.0
1158,[110. 107.   6. ...   0.  67.  56.],3.0
1159,[ 6. 12. 35. ...  1.  0.  0.],3.0
1160,[ 20. 107.  15. ...   0.   0.   0.],3.0
1161,[  9.   4.   2. ...   1.   0. 105.],3.0
1162,[  8.  10. 135. ...   1.  22.  65.],3.0
1163,[36. 92.  9. ...  0.  0. 53.],3.0
1164,[ 0.  0.  0. ... 41. 27.  3.],3.0
1165,[ 1.  4. 67. ... 96. 74. 10.],3.0
1166,[1. 0. 0. ... 1. 2. 6.],3.0
1167,[  3.   0.   0. ...   0.   0. 102.],3.0
1168,[134. 141.  19. ...  51.  38.   0.],3.0
1169,[ 0.  0.  9. ...  6. 14. 12.],3.0
1170,[ 6.  0.  6. ...  5. 61. 56.],3.0
1171,[0. 0. 0. ... 0. 1. 1.],3.0
1172,[132.  81.  10. ...   0.   0.   0.],3.0
1173,[51. 22. 70. ...  0.  0.  0.],3.0
1174,[ 0.  0.  0. ...  0. 28. 12.],3.0
1175,[9. 0. 0. ... 0. 0. 8.],3.0
1176,[1. 3. 8. ... 1. 5. 5.],3.0
1177,[ 2. 14. 10. ...  0.  0.  0.],3.0
1178,[ 38. 122.  53. ...   0.   1.   7.],3.0
1179,[ 1.  0.  0. ... 24.  2.  4.],3.0
1180,[0. 0. 0. ... 0. 0. 0.],3.0
1181,[ 9. 10.  2. ...  0.  0.  0.],3.0
1182,[81. 36. 13. ...  0.  0.  0.],3.0
1183,[ 0.  0.  0. ...  0. 14.  6.],3.0
1184,[ 0.  0.  0. ...  0.  4. 19.],3.0
1185,[ 4. 22. 12. ...  0.  0.  0.],3.0
1186,[  0.  45. 143. ...   0.   0.   0.],3.0
1187,[70. 20.  0. ...  0.  4.  8.],3.0
1188,[ 0.  2. 59. ...  1.  4.  5.],3.0
1189,[ 0. 25. 90. ... 29.  1.  1.],3.0
1190,[2. 3. 0. ... 0. 0. 0.],3.0
1191,[2. 1. 1. ... 0. 0. 0.],3.0
1192,[0. 0. 0. ... 8. 0. 0.],3.0
1193,[31.  4.  1. ...  0.  0.  1.],3.0
1194,[16.  2.  0. ...  0.  0.  0.],3.0
1195,[18.  4.  0. ...  0.  0.  3.],3.0
1196,[7. 1. 2. ... 0. 0. 0.],3.0
1197,[ 37.   8.   2. ...  92. 101.   2.],3.0
1198,[15.  1.  0. ...  0.  0. 13.],3.0
1199,[37.  6.  0. ...  0.  0.  0.],3.0
1200,[0. 0. 0. ... 0. 0. 0.],3.0
1201,[9. 1. 0. ... 0. 0. 8.],3.0
1202,[21.  2. 23. ...  1.  0.  0.],3.0
1203,[0. 0. 0. ... 0. 0. 0.],3.0
1204,[ 0.  0.  0. ... 25.  4. 15.],3.0
1205,[15.  0.  0. ...  0.  0.  0.],3.0
1206,[11.  2.  1. ...  0. 64. 57.],3.0
1207,[10.  0.  0. ...  0.  1.  5.],3.0
1208,[ 85. 170.  14. ...   0.   0.   0.],3.0
1209,[4. 0. 0. ... 3. 1. 4.],3.0
1210,[ 2. 13. 18. ...  0.  0.  0.],3.0
1211,[ 0.  0.  0. ...  5.  1. 55.],3.0
1212,[  2.  23.  36. ...  76. 131.  35.],3.0
1213,[0. 0. 0. ... 0. 0. 3.],3.0
1214,[92. 67.  0. ...  0.  0.  0.],3.0
1215,[0. 0. 0. ... 0. 0. 0.],3.0
1216,[45. 65. 25. ... 62. 14.  0.],3.0
1217,[  7.   8.   2. ...  64.  86. 125.],3.0
1218,[9. 1. 0. ... 0. 0. 0.],3.0
1219,[29. 37. 10. ...  0.  0.  0.],3.0
1220,[32. 60. 43. ...  3.  0.  3.],3.0
1221,[18.  3.  0. ...  0.  0.  0.],3.0
1222,[4. 6. 5. ... 0. 0. 0.],3.0
1223,[1. 0. 0. ... 0. 0. 0.],3.0
1224,[ 6.  4.  3. ... 36. 89. 10.],3.0
1225,[12.  2.  0. ...  0.  0.  2.],3.0
1226,[0. 0. 0. ... 0. 0. 0.],3.0
1227,[10.  1.  0. ... 15. 32. 47.],3.0
1228,[0. 0. 1. ... 0. 0. 2.],3.0
1229,[25.  0.  0. ...  8. 11.  0.],3.0
1230,[34.  1.  0. ... 27.  7.  4.],3.0
1231,[88.  0.  0. ...  6. 92. 18.],3.0
1232,[ 0.  3. 27. ...  0.  0.  0.],3.0
1233,[30.  6.  1. ...  0.  0. 17.],3.0
1234,[25.  3.  1. ... 19.  3. 25.],4.0
1235,[ 0.  0.  0. ...  5. 15. 13.],4.0
1236,[ 7.  2. 17. ...  0.  1. 25.],4.0
1237,[  0.   0.   0. ... 100. 112. 112.],4.0
1238,[63. 19.  9. ... 17. 17. 21.],4.0
1239,[ 54.  69. 132. ...   0.   0.   0.],4.0
1240,[ 5. 15. 13. ...  0.  0.  0.],4.0
1241,[ 10. 101.  45. ...   0.   0.   0.],4.0
1242,[ 0.  0.  0. ... 12.  1. 64.],4.0
1243,[2. 3. 1. ... 2. 0. 0.],4.0
1244,[ 1.  0.  8. ...  2.  7. 31.],4.0
1245,[ 4.  0.  0. ... 71. 28.  1.],4.0
1246,[0. 0. 0. ... 0. 0. 0.],4.0
1247,[146.  63.   0. ...   7.   3.   8.],4.0
1248,[ 13.   2.   0. ... 101.  67.  37.],4.0
1249,[2. 0. 0. ... 0. 0. 3.],4.0
1250,[  1.   8. 125. ...  73.   0.   0.],4.0
1251,[ 64.  14.   0. ... 119.  50.  15.],4.0
1252,[ 5.  6.  1. ...  4. 20. 12.],4.0
1253,[36. 27.  1. ...  0.  0.  4.],4.0
1254,[ 7. 25. 30. ... 56. 15.  1.],4.0
1255,[20.  5.  1. ... 11.  2. 13.],4.0
1256,[20. 10.  3. ...  0.  0.  0.],4.0
1257,[ 0.  0.  0. ...  1. 10. 12.],4.0
1258,[0. 0. 0. ... 0. 0. 0.],4.0
1259,[0. 0. 0. ... 0. 0. 0.],4.0
1260,[0. 0. 0. ... 9. 0. 1.],4.0
1261,[0. 0. 0. ... 0. 0. 0.],4.0
1262,[15. 28. 22. ...  1.  0.  0.],4.0
1263,[  2.  58. 104. ...   0.   0.  15.],4.0
1264,[37. 31. 62. ... 96.  3. 11.],4.0
1265,[57. 22. 24. ...  2.  2. 29.],4.0
1266,[24.  4.  0. ... 33.  0.  0.],4.0
1267,[0. 0. 0. ... 0. 0. 0.],4.0
1268,[ 0.  0.  0. ...  0.  1. 64.],4.0
1269,[  3.   3.   3. ...  47. 130.  50.],4.0
1270,[ 0.  1. 16. ...  0.  0.  0.],4.0
1271,[ 7.  2. 17. ...  0.  1. 25.],4.0
1272,[ 18.  72. 147. ...   0.   0.   0.],4.0
1273,[17.  4.  1. ... 15. 16. 38.],4.0
1274,[ 2. 12. 32. ...  0.  0.  0.],4.0
1275,[ 0.  0.  0. ...  8.  6. 22.],4.0
1276,[94. 26.  0. ...  0.  0.  0.],4.0
1277,[12.  0.  0. ...  9.  8. 13.],4.0
1278,[  3.  24. 127. ...   0.   0.   0.],4.0
1279,[58. 11.  1. ... 60.  5.  2.],4.0
1280,[51. 23. 75. ...  6. 17. 15.],4.0
1281,[ 9.  4.  0. ...  0.  2. 24.],4.0
1282,[134. 134.  43. ...   1.  12.  89.],4.0
1283,[ 12.  22. 130. ...   0. 130. 130.],4.0
1284,[102.  61.   9. ...   1.   4.   7.],4.0
1285,[0. 0. 0. ... 6. 5. 0.],4.0
1286,[ 0.  0.  0. ... 10.  7. 17.],4.0
1287,[19.  4. 22. ...  0.  0.  0.],4.0
1288,[40. 38.  5. ... 20. 15.  5.],4.0
1289,[ 31. 127.  78. ...   0.   0.   0.],4.0
1290,[0. 2. 0. ... 0. 1. 3.],4.0
1291,[ 42.  23.   9. ...   0.   7. 121.],4.0
1292,[ 0.  8. 80. ...  4.  0.  0.],4.0
1293,[ 0. 17. 46. ...  0.  0.  0.],4.0
1294,[3. 0. 0. ... 0. 0. 0.],4.0
1295,[19. 78. 11. ... 52. 12.  7.],4.0
1296,[ 0. 13. 19. ... 16.  9. 14.],4.0
1297,[14. 32. 23. ...  0. 75.  8.],4.0
1298,[17. 15. 12. ...  2.  0.  0.],4.0
1299,[  5. 141. 141. ...   0.   0.   0.],4.0
1300,[140.  77.   2. ...   1.   5.  41.],4.0
1301,[ 0.  2. 21. ...  0.  0.  4.],4.0
1302,[26. 26. 25. ...  2.  4. 10.],4.0
1303,[ 1. 31. 86. ...  0.  0.  0.],4.0
1304,[4. 1. 0. ... 0. 0. 0.],4.0
1305,[78. 12. 14. ... 20. 14. 16.],4.0
1306,[25.  3.  1. ...  8.  2.  3.],4.0
1307,[ 0.  0.  0. ... 11.  0.  0.],4.0
1308,[ 1.  0.  1. ... 18.  7.  0.],4.0
1309,[ 1. 14.  2. ...  0.  0.  0.],4.0
1310,[146.  42.   1. ...   0.   0.   0.],4.0
1311,[ 8. 20. 13. ...  0.  3.  1.],4.0
1312,[ 5. 43. 65. ...  0.  0.  3.],4.0
1313,[0. 0. 0. ... 0. 0. 0.],4.0
1314,[49. 16.  2. ...  2. 20. 28.],4.0
1315,[57. 35.  2. ...  0.  0.  0.],4.0
1316,[64. 46. 22. ...  0.  0.  0.],4.0
1317,[0. 0. 0. ... 0. 0. 0.],4.0
1318,[1. 0. 0. ... 2. 3. 6.],4.0
1319,[0. 0. 0. ... 0. 0. 2.],4.0
1320,[128. 130.  37. ...   0.   0.   0.],4.0
1321,[0. 0. 2. ... 0. 8. 2.],4.0
1322,[0. 0. 0. ... 0. 0. 0.],4.0
1323,[0. 0. 0. ... 0. 0. 1.],4.0
1324,[70. 11.  0. ...  2.  0.  0.],4.0
1325,[13.  9.  8. ...  0.  0.  0.],4.0
1326,[ 19.  70. 108. ...   4.   0.   0.],4.0
1327,[  0.   0.   0. ...  69. 129.  23.],4.0
1328,[  7.  74. 106. ...  31.  23.   1.],4.0
1329,[41. 74.  8. ... 15.  7.  3.],4.0
1330,[73. 59. 23. ...  7.  4.  3.],4.0
1331,[ 9. 46. 11. ...  0.  0.  0.],4.0
1332,[0. 0. 0. ... 0. 0. 0.],4.0
1333,[103.  68.  12. ...   5.   0.   0.],4.0
1334,[9. 3. 5. ... 8. 3. 5.],4.0
1335,[10.  9.  2. ...  0.  0.  0.],4.0
1336,[0. 0. 5. ... 0. 0. 0.],4.0
1337,[20. 11. 31. ... 39.  1.  0.],4.0
1338,[ 0.  1. 19. ...  2. 27. 78.],4.0
1339,[ 0.  3. 64. ...  0.  0.  0.],4.0
1340,[2. 1. 8. ... 0. 0. 0.],4.0
1341,[68. 72. 11. ...  3.  0.  0.],4.0
1342,[0. 0. 0. ... 0. 0. 8.],4.0
1343,[ 0.  0.  1. ... 12.  5.  6.],4.0
1344,[2. 0. 3. ... 1. 0. 0.],4.0
1345,[ 0.  1. 55. ...  0.  0.  0.],4.0
1346,[5. 0. 1. ... 0. 0. 0.],4.0
1347,[ 0.  0. 17. ...  3.  5. 33.],4.0
1348,[131.   1.   0. ...  61.  67.   2.],4.0
1349,[3. 2. 3. ... 0. 0. 6.],4.0
1350,[ 6. 19.  1. ...  0.  0.  0.],4.0
1351,[ 0.  6. 33. ...  1.  2.  6.],4.0
1352,[15. 12.  3. ...  0.  0.  0.],4.0
1353,[ 2.  3.  1. ...  1. 27. 87.],4.0
1354,[ 0.  0. 17. ...  3.  2. 33.],4.0
1355,[ 13. 122. 139. ...   0.   0.   0.],4.0
1356,[ 0.  0. 13. ...  0.  0.  0.],4.0
1357,[ 3. 14. 41. ...  1.  3.  3.],4.0
1358,[14. 32. 23. ...  0. 75.  8.],4.0
1359,[11. 56. 75. ...  1.  6.  0.],4.0
1360,[ 0.  0.  0. ...  0.  9. 12.],4.0
1361,[1. 0. 0. ... 0. 0. 0.],4.0
1362,[22. 34. 13. ...  0.  0.  0.],4.0
1363,[11. 16.  3. ...  4.  7. 11.],4.0
1364,[ 1.  9. 15. ...  5.  6.  1.],4.0
1365,[14.  3. 20. ...  0.  0.  0.],4.0
1366,[0. 2. 6. ... 0. 0. 2.],4.0
1367,[0. 0. 1. ... 0. 0. 0.],4.0
1368,[ 9.  0.  0. ... 13. 21. 10.],4.0
1369,[ 0.  8. 80. ...  4.  0.  0.],4.0
1370,[  4. 111. 137. ...   1.  22.  14.],4.0
1371,[ 0.  2.  7. ...  0.  0. 12.],4.0
1372,[0. 0. 0. ... 0. 0. 0.],4.0
1373,[  7.  49. 145. ...   6.   4.  11.],4.0
1374,[49. 69. 50. ...  2.  0.  2.],4.0
1375,[124.  12.   3. ...  11.   8.   6.],4.0
1376,[37. 16.  1. ...  0.  0.  0.],4.0
1377,[0. 0. 0. ... 6. 0. 0.],4.0
1378,[ 0.  0. 17. ...  0.  0.  0.],4.0
1379,[30. 18.  6. ...  0.  0.  0.],4.0
1380,[ 3. 27. 19. ...  0.  0.  0.],4.0
1381,[ 1. 31. 86. ...  0.  0.  0.],4.0
1382,[23. 95.  8. ...  2.  1.  1.],4.0
1383,[18. 48.  8. ...  0.  0.  1.],4.0
1384,[30. 45. 22. ... 36. 65. 13.],4.0
1385,[5. 0. 5. ... 0. 0. 6.],4.0
1386,[ 2.  6. 21. ...  0.  0.  0.],4.0
1387,[ 19.  29. 125. ...  28.   7.   9.],4.0
1388,[10. 67. 46. ... 28.  7.  2.],4.0
1389,[69. 20.  1. ...  0.  0.  1.],4.0
1390,[ 0.  0.  0. ...  6. 14. 32.],4.0
1391,[15. 15. 13. ... 82. 51.  6.],4.0
1392,[  4. 135. 105. ...   0.   0.   0.],4.0
1393,[69.  0.  2. ... 14.  9. 11.],4.0
1394,[ 2.  1. 26. ...  0.  0.  0.],4.0
1395,[ 3.  2. 41. ...  0.  0.  0.],4.0
1396,[39. 19.  8. ...  0.  0.  4.],4.0
1397,[24.  1.  1. ...  2.  4. 36.],4.0
1398,[ 37. 101.   9. ...   0.   0.   0.],4.0
1399,[0. 0. 1. ... 0. 0. 0.],4.0
1400,[35.  0.  0. ...  0.  0.  3.],4.0
1401,[0. 0. 0. ... 8. 0. 0.],4.0
1402,[52. 99.  3. ... 23. 43. 11.],4.0
1403,[15. 11.  1. ... 34. 51. 40.],4.0
1404,[0. 3. 1. ... 0. 0. 0.],4.0
1405,[ 8.  7. 39. ...  0.  0.  0.],4.0
1406,[0. 0. 0. ... 0. 0. 0.],4.0
1407,[0. 0. 0. ... 0. 0. 0.],4.0
1408,[ 3.  0. 18. ...  0.  2. 26.],4.0
1409,[0. 0. 0. ... 0. 1. 5.],4.0
1410,[17.  8.  0. ...  5.  9.  6.],4.0
1411,[2. 0. 0. ... 0. 0. 0.],4.0
1412,[74.  9.  0. ...  0.  1. 13.],4.0
1413,[10. 25. 12. ...  0.  4. 27.],4.0
1414,[ 18.   0.   0. ... 127.  18.  21.],4.0
1415,[1. 0. 0. ... 0. 0. 1.],4.0
1416,[71. 50.  1. ...  0.  0.  0.],4.0
1417,[27.  4.  4. ...  8.  0.  0.],4.0
1418,[41.  5.  1. ...  0.  3. 17.],4.0
1419,[ 0.  0.  0. ... 31. 28.  9.],4.0
1420,[8. 0. 0. ... 2. 4. 1.],4.0
1421,[7. 0. 0. ... 0. 0. 0.],4.0
1422,[18.  0.  0. ...  0.  0.  2.],4.0
1423,[10. 37. 19. ... 13. 11. 72.],4.0
1424,[0. 0. 0. ... 0. 0. 0.],4.0
1425,[ 0.  0.  0. ...  0.  0. 16.],4.0
1426,[43.  9. 11. ...  0.  0.  0.],4.0
1427,[29. 10.  3. ...  2.  0.  0.],4.0
1428,[ 2. 10. 13. ...  0.  0.  0.],4.0
1429,[43.  1.  1. ...  1.  2.  3.],4.0
1430,[ 50. 124.  18. ...   0.   0.   0.],4.0
1431,[  0.   0.   0. ...   0.   4. 128.],4.0
1432,[0. 0. 0. ... 0. 0. 0.],4.0
1433,[59. 12.  2. ... 85. 28.  4.],4.0
1434,[19. 78. 11. ... 52. 12.  7.],4.0
1435,[40. 44. 47. ... 59. 11.  0.],4.0
1436,[ 0.  1. 19. ...  2. 27. 78.],4.0
1437,[63. 19.  9. ... 17. 17. 21.],4.0
1438,[1. 0. 1. ... 0. 0. 0.],4.0
1439,[36. 27.  1. ...  0.  0.  4.],4.0
1440,[0. 0. 0. ... 0. 0. 0.],4.0
1441,[0. 0. 0. ... 0. 0. 0.],4.0
1442,[49. 29. 14. ...  0.  0.  0.],4.0
1443,[  0.   0.   0. ...   0.   0. 145.],4.0
1444,[119.  50.  30. ...   0.   0.   0.],4.0
1445,[2. 0. 0. ... 0. 0. 0.],4.0
1446,[ 70.  77.  27. ...  57. 112.  61.],4.0
1447,[0. 0. 0. ... 0. 0. 1.],4.0
1448,[ 0.  0.  0. ...  6. 25. 70.],4.0
1449,[ 0.  1. 30. ...  0.  0.  0.],4.0
1450,[129.  85.   7. ...   0.   0.   0.],4.0
1451,[13. 10.  8. ...  2. 12. 15.],4.0
1452,[ 0.  0.  0. ... 13.  2.  7.],4.0
1453,[70. 11.  0. ...  2.  0.  0.],4.0
1454,[56. 67.  2. ... 10. 39.  2.],4.0
1455,[  0.   0.   0. ... 126.  50.   1.],4.0
1456,[ 3.  2. 41. ...  0.  0.  0.],4.0
1457,[140.  77.   2. ...   1.   5.  41.],4.0
1458,[ 1.  0.  0. ...  9. 12. 50.],4.0
1459,[ 9.  0.  0. ...  0.  0. 16.],4.0
1460,[7. 0. 0. ... 0. 0. 0.],4.0
1461,[136.  50.   0. ...   6.   0.   0.],4.0
1462,[ 1.  0.  0. ...  0.  0. 10.],4.0
1463,[40. 39. 94. ...  0.  0.  0.],4.0
1464,[0. 0. 0. ... 0. 0. 0.],4.0
1465,[ 29.  39. 120. ...  23.   4.   3.],4.0
1466,[  3.  42. 100. ...   1.   0. 113.],4.0
1467,[5. 0. 0. ... 0. 0. 0.],4.0
1468,[12.  2.  1. ... 59.  8.  3.],4.0
1469,[42. 56.  0. ...  0.  0. 60.],4.0
1470,[ 3.  2. 21. ...  7.  4. 22.],4.0
1471,[85.  7.  1. ...  0.  0.  0.],4.0
1472,[0. 0. 0. ... 1. 0. 0.],4.0
1473,[77. 53.  1. ... 51. 21. 18.],4.0
1474,[ 0.  0.  0. ... 35. 13.  3.],4.0
1475,[ 21. 146.  21. ...   0.   0.   5.],4.0
1476,[5. 0. 0. ... 0. 0. 0.],4.0
1477,[ 0.  3. 11. ... 17. 99. 37.],4.0
1478,[0. 0. 0. ... 0. 0. 3.],4.0
1479,[15. 22. 16. ...  0.  0.  0.],4.0
1480,[ 0.  0.  0. ...  8. 22. 48.],4.0
1481,[0. 0. 0. ... 0. 0. 1.],4.0
1482,[14.  3.  2. ... 19.  0.  1.],4.0
1483,[30.  7. 39. ...  3. 40.  6.],4.0
1484,[ 0.  0.  0. ... 18.  6.  5.],4.0
1485,[31. 22. 19. ...  0.  0.  0.],4.0
1486,[19. 52. 54. ...  0.  0.  4.],4.0
1487,[0. 0. 0. ... 2. 1. 2.],4.0
1488,[0. 0. 0. ... 0. 0. 0.],4.0
1489,[31. 72. 65. ...  0.  0.  2.],4.0
1490,[13.  9.  8. ...  0.  0.  0.],4.0
1491,[106.  45.   0. ...   0.   0.   0.],4.0
1492,[ 42.  23.   9. ...   0.   7. 121.],4.0
1493,[ 0.  0.  0. ...  0.  0. 10.],4.0
1494,[ 3. 14. 41. ...  1.  3.  3.],4.0
